ratio,cent_y,cent_x,eccentricity,solidity,skew_x,skew_y,kurt_x,kurt_y
0.07693279966294501,0.4144101157103662,0.4581692339959451,0.9764892449659964,0.16773837957009002,-0.07189158629600922,0.24031677318625663,-1.0797188255666257,-0.8475475044102643
